Collection Title,"Charles S. Peirce papers, 1787-1951"
Collection Dates,1787-1951 (inclusive)
Collection Creator,"Peirce, Charles S. (Charles Sanders), 1839-1914"
Call Number,MS Am 1632
EAD ID,hou02614
Database Number,Component Title,Component Date,Start Year,End Year,Component Identifier,Container Info,Component Type,Component Creator,Digital Content Link,Access Note,Physical Description,Level 1,Level 2,Level 3,Level 4,Level 5
hou02614c02086,"Putnam, Herbert.  One letter to Charles S. Peirce, December 20, 1901; one postal card to, April 12, 1904",1787-1951,1787,1951,"MS Am 1632, (L365)",Box 140,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02087,"Quincy, Josiah.  Five letter drafts from Charles S. Peirce, June 25-July 15, 1909, and undated. Fragment, undated",1787-1951,1787,1951,"MS Am 1632, (L366)",Box 140,Unspecified,"","","",2 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02088,"Quincy, K. M.  One letter to Charles S. Peirce, July 7, (?); one letter draft from, April 16, 1904",1787-1951,1787,1951,"MS Am 1632, (L367)",Box 141,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02089,"Reeder, General.  Empty envelope, undated",1787-1951,1787,1951,"MS Am 1632, (L368)",Box 141,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02090,"Remsen, Ira.  One letter to Charles S. Peirce, April 28, 1906",1787-1951,1787,1951,"MS Am 1632, (L369)",Box 141,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02091,"Repsold and S^hne.  One letter to Charles S. Peirce, January 6, 1873; one letter (dictated) from, February 14, 1873",1787-1951,1787,1951,"MS Am 1632, (L370)",Box 141,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02092,"Retail Merchant's Reporting Association.  One letter to Charles S. Peirce, June 21, 1897",1787-1951,1787,1951,"MS Am 1632, (L371)",Box 141,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c01758,"Becker, George Ferdinand.  Twenty-two letters to Charles S. Peirce, November 28, 1891-March 28, 1897 and undated.; two letter drafts from, February 22, 1897 and July 10, 1910",1787-1951,1787,1951,"MS Am 1632, (L39)",Box 121,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02093,"Reyes y Prosper, Ventura.  One letter to Charles S. Peirce, March 5, 1891",1787-1951,1787,1951,"MS Am 1632, (L372)",Box 141,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02094,"Rice, Sallie B.   One letter to Charles S. Peirce, January 5, 1895",1787-1951,1787,1951,"MS Am 1632, (L373)",Box 141,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02095,"Richardson, Earnest Cushing.  One letter to Charles S. Peirce, April 29, 1902; one letter draft from, undated",1787-1951,1787,1951,"MS Am 1632, (L374)",Box 141,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02096,"Ricketson, John H.  One letter to Charles S. Peirce, May 20, 1897",1787-1951,1787,1951,"MS Am 1632, (L375)",Box 141,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02097,"Risteen, Allan Douglas.  Twenty-six letters to Charles S. Peirce, August 4, 1887-December 17, 1911; three postal cards to, July 12, 1913, and undated",1787-1951,1787,1951,"MS Am 1632, (L376)",Box 141,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02098,"Ritchie, E. S. and Sons.  Three letters to Charles S. Peirce, January 25 and 29, 1873, and December 31, (?)",1787-1951,1787,1951,"MS Am 1632, (L377)",Box 141,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02099,"Robert, A.  One letter to Charles S. Peirce, July 3, 1911",1787-1951,1787,1951,"MS Am 1632, (L378)",Box 141,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02100,"Roe, William J.   One letter to Charles S. Peirce, October 17, 1892",1787-1951,1787,1951,"MS Am 1632, (L379)",Box 141,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02101,"Rogers, Fairman.  Two letters to Charles S. Peirce, January 22, 1873 and October 21, 1895",1787-1951,1787,1951,"MS Am 1632, (L380)",Box 141,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02102,"Romeike, Henry.  Two letters to Charles S. Peirce, January 9, 1894 and June 18, 1914",1787-1951,1787,1951,"MS Am 1632, (L381)",Box 141,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c01759,"Beekman, Charles K.  Eleven letters to Charles S. Peirce and Juliette Peirce, June 20, 1898-December 7, 1900",1787-1951,1787,1951,"MS Am 1632, (L40)",Box 121,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02103,"Rood, Ogden N.   Six letters to Charles S. Peirce, November 16, 1885-March 14, 1894; one letter draft from, circa 1877-78",1787-1951,1787,1951,"MS Am 1632, (L382)",Box 141,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02104,"Roosevelt, Theodore.  One letter (Assistant Secretary) to Charles S. Peirce, April 10, 1905; one letter draft from, undated; two drafts (postal card) from, undated",1787-1951,1787,1951,"MS Am 1632, (L383)",Box 141,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02105,"Rose, Mrs.  One letter to Charles S. Peirce, undated",1787-1951,1787,1951,"MS Am 1632, (L384)",Box 141,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02106,"Royce, Josiah.  Seven letters to Charles S. Peirce, November 18, 1891-March 4, 1914",1787-1951,1787,1951,"MS Am 1632, (L385)",Box 141,Unspecified,"",http://nrs.harvard.edu/urn-3:FHCL.HOUGH:40935405,"",3 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02107,"Russell and Erwin Mfg. Co.   One letter to Charles S. Peirce, April 19, 1910",1787-1951,1787,1951,"MS Am 1632, (L386)",Box 141,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02108,"Russell, Francis C.  Thirty-three letters to Charles S. Peirce, January 16, 1888-December 10, 1908",1787-1951,1787,1951,"MS Am 1632, (L387)",Multiple Containers,Unspecified,"",http://nrs.harvard.edu/urn-3:FHCL.HOUGH:17115661,"",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02109,"St. Lawrence Project (Stewart and Company: S. H. E. Stewart).  Eleven letters to Charles S. Peirce, July 10, 1896-August 4, 1898; six letter drafts from, August 20, 1896-January 1, 1897",1787-1951,1787,1951,"MS Am 1632, (L388)",Box 142,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02110,"San Diego Society of Natural History.  One letter to Charles S. Peirce, August 30, 1886",1787-1951,1787,1951,"MS Am 1632, (L389)",Box 142,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02111,"Schiller, F. C. S.  Two letters to Charles S. Peirce, April 30, 1905 and circa May 6, 1905",1787-1951,1787,1951,"MS Am 1632, (L390)",Box 142,Unspecified,"","","",2 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02112,"Schott, Charles Anthony.  Two letters to Charles S. Peirce, July 6 and September 10, 1872",1787-1951,1787,1951,"MS Am 1632, (L391)",Box 142,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c01724,"Agassiz, Alexander.  One letter to Charles S. Peirce, July 5, 1903",1787-1951,1787,1951,"MS Am 1632, (L5)",Box 119,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c01760,"Bell, Alexander Graham.  One letter (by Bell's secretary) to Charles S. Peirce, November 22, 1906; one letter draft from, March 25, 1906",1787-1951,1787,1951,"MS Am 1632, (L41)",Box 121,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02113,"Schroeder, Ernst.  Seven letters and one postal card to Charles S. Peirce, February 1, 1890-December 7, 1898",1787-1951,1787,1951,"MS Am 1632, (L392)",Box 142,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02114,"Schwatt, Isaac J..  One letter to Charles S. Peirce, September 23, 1895",1787-1951,1787,1951,"MS Am 1632, (L393)",Box 142,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02115,"Science  (Weekly). One letter (N. C. D. Hodges) to Charles S. Peirce, July 20, 1892",1787-1951,1787,1951,"MS Am 1632, (L394)",Box 142,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02116,"Scribner's, Charles, and Sons.  Six letters to Charles S. Peirce, September 1, 1893-June 4, 1900",1787-1951,1787,1951,"MS Am 1632, (L395)",Box 142,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02117,"Searle, Arthur.  One letter to Charles S. Peirce, January 22, 1873",1787-1951,1787,1951,"MS Am 1632, (L396)",Box 142,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02118,"Searle, Father George M.  One letter draft (and typed copy) from Charles S. Peirce, August 9, 1895",1787-1951,1787,1951,"MS Am 1632, (L397)",Box 142,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02119,"Second National Bank.  Two letter drafts from Charles S. Peirce, January 5, 1910, and undated",1787-1951,1787,1951,"MS Am 1632, (L398)",Box 142,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02120,"Sellers, William.  One letter to Charles S. Peirce, February 11, 1904",1787-1951,1787,1951,"MS Am 1632, (L399)",Box 142,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02121,"Sever, C. M.   One letter to Charles S. Peirce, June 27, 1872",1787-1951,1787,1951,"MS Am 1632, (L400)",Box 142,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02122,"Shaler, Nathaniel Southgate.  One letter to Charles S. Peirce, July 6, 1872",1787-1951,1787,1951,"MS Am 1632, (L401)",Box 142,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c01761,"Benjamin, Park.  One letter to Charles S. Peirce, December 6, 1895",1787-1951,1787,1951,"MS Am 1632, (L42)",Box 121,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02123,"Shaw, James Byrnie.  One letter to Charles S. Peirce, June 21, 1895",1787-1951,1787,1951,"MS Am 1632, (L402)",Box 142,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02124,"Sheffield, Justus Pearl.  One letter to Charles S. Peirce, April 17, 1892",1787-1951,1787,1951,"MS Am 1632, (L403)",Box 142,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02125,"Sheldon, Wilmon Henry.  One letter to Charles S. Peirce, April 20, 1903",1787-1951,1787,1951,"MS Am 1632, (L404)",Box 142,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02126,"Sheltering Arms.  One letter to Charles S. Peirce, April 13, 1904",1787-1951,1787,1951,"MS Am 1632, (L405)",Box 142,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02127,"Shippen, Joseph.  One letter to Charles S. Peirce, November 17, 1903",1787-1951,1787,1951,"MS Am 1632, (L406)",Box 142,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02128,"Sigsbee, C. D.  Two letters to Charles S. Peirce, March 31, 1894 and December 28, 1895",1787-1951,1787,1951,"MS Am 1632, (L407)",Box 142,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02129,"Smith, William Benjamin.  Five letters to Charles S. Peirce, January 6, 1908-August 1912",1787-1951,1787,1951,"MS Am 1632, (L408)",Box 143,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02130,"Smithsonian Institution.  Forty-five letters to Charles S. Peirce, January 17, 1894-February 3, 1911",1787-1951,1787,1951,"MS Am 1632, (L409)",Box 143,Unspecified,"","","",4 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02131,"Snow, Eben.  Two letters to Charles S. Peirce, May 11, 1872 and January 9, 1873; one letter from, January 7, 1872",1787-1951,1787,1951,"MS Am 1632, (L410)",Box 143,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02132,"Society of Arts.  One letter to Charles S. Peirce, August 9, 1902",1787-1951,1787,1951,"MS Am 1632, (L411)",Box 143,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c01762,"Benton, J. G.  One letter to Charles S. Peirce, May 23, 1871",1787-1951,1787,1951,"MS Am 1632, (L43)",Box 121,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02133,"S[?]hmer, Mr.  One letter to Charles S. Peirce, undated",1787-1951,1787,1951,"MS Am 1632, (L412)",Box 143,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02134,"Sommer, Ernst J.   Eight letters to Charles S. Peirce, April 10, 1902-October 21, 1902",1787-1951,1787,1951,"MS Am 1632, (L413)",Box 143,Unspecified,"","","",2 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02135,"Sommer, H. Otto.  One letter draft (photostat) from Charles S. Peirce, undated",1787-1951,1787,1951,"MS Am 1632, (L413a)",Box 143,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02136,"Spencer, Herbert.  One letter to Charles S. Peirce, March 5, 1894",1787-1951,1787,1951,"MS Am 1632, (L414)",Box 143,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02137,"Stechert, G. E.   One letter to Charles S. Peirce, July 22, (?)",1787-1951,1787,1951,"MS Am 1632, (L415)",Box 143,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02138,"Stedman, Edmund C.  Three letters to Charles S. Peirce, August 15, 1898-February 7, 1900",1787-1951,1787,1951,"MS Am 1632, (L416)",Box 143,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02139,"Steinheil S[?]hne.  Two letters to Charles S. Peirce, May 28 and July 20, 1872",1787-1951,1787,1951,"MS Am 1632, (L417)",Box 143,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02140,"Sterneck, Robert von.  Personal card with note (Sterneck's?) on reverse side, November 21, 1895",1787-1951,1787,1951,"MS Am 1632, (L418)",Box 143,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02141,"Stevens, B. F.   One letter to Charles S. Peirce, July 18, 1872",1787-1951,1787,1951,"MS Am 1632, (L419)",Box 143,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02142,"Stewart, William M.  One letter to Charles S. Peirce, October 18, 1893",1787-1951,1787,1951,"MS Am 1632, (L420)",Box 143,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c01763,"Bidlack, W. W.  One letter to Charles S. Peirce, October 12, 1888",1787-1951,1787,1951,"MS Am 1632, (L44)",Box 121,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02143,"Stickney, Albert.  Sixty-five letters to Charles S. Peirce, September 30, 1891-December 7, 1907",1787-1951,1787,1951,"MS Am 1632, (L421)",Box 143,Unspecified,"","","",4 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02144,"Stimson, D. M.  Two letters to Charles S. Peirce, November 20, 1890 and circa April 1897",1787-1951,1787,1951,"MS Am 1632, (L422)",Box 143,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02145,"Stokes, Sir George Gabriel.  wo letters (TS.) to Charles S. Peirce, February 13, 1886",1787-1951,1787,1951,"MS Am 1632, (L423)",Box 143,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02146,"Story, William Edward.  Three letters to Charles S. Peirce, June 13, 1899-December 1, 1900; nine letter drafts from, March 22, 1896-January 26, 1909",1787-1951,1787,1951,"MS Am 1632, (L424)",Box 143,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02147,"Stout, George Frederick.  One letter to Charles S. Peirce, August 14, 1911",1787-1951,1787,1951,"MS Am 1632, (L425)",Box 143,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02148,"Strach, Mr.  One letter to Charles S. Peirce, circa 1906?",1787-1951,1787,1951,"MS Am 1632, (L426)",Box 143,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
hou02614c02149,"Strong, Charles Augustus.  Two letters to Charles S. Peirce, August 2, 1903 and April 7, 1904",1787-1951,1787,1951,"MS Am 1632, (L427)",Box 143,Unspecified,"","","",1 folder,II. Correspondence,A. Charles S. Peirce correspondence,"","",""
