Collection Title,"Charles S. Peirce papers, 1787-1951"
Collection Dates,1787-1951 (inclusive)
Collection Creator,"Peirce, Charles S. (Charles Sanders), 1839-1914"
Call Number,MS Am 1632
EAD ID,hou02614
Database Number,Component Title,Component Date,Start Year,End Year,Component Identifier,Container Info,Component Type,Component Creator,Digital Content Link,Access Note,Physical Description,Level 1,Level 2,Level 3,Level 4,Level 5
hou02614c01050,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [Kant's Treatment of Substance]   : autograph manuscript, May 21, 1911",1787-1951,1787,1951,"MS Am 1632, (1008)",Box 59,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c01051,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [Fragments]   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (1009)",Box 59,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00899,"Peirce, Charles S. (Charles Sanders), 1839-1914.  An Essay on the Limits of Religious Thought written to prove that we can reason upon the nature of God   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (858)",Box 52,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00900,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Influx. Proof of the Infinite Nature of the Creator   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (859)",Box 52,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00901,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [Nominalism, Realism, and the Logic of Modern Science]   : autograph manuscript",1787-1951,1787,1951,"MS Am 1632, (860)",Box 52,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00884,"Peirce, Charles S. (Charles Sanders), 1839-1914.  A Neglected Argument for the Reality of God (O) (O)   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (843)",Box 52,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00902,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [On Religious Belief, The Efficacy of Prayer, and Proof of God's Reality]   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (861)",Box 52,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00903,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [On the Recognition of Divine Inspiration]   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (862)",Box 52,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00904,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [The Effect of Scientific Thought on Spiritual Beliefs]   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (863)",Box 52,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00905,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Notes for my little book on Religion   : autograph manuscript notebook, June 20, 1906",1787-1951,1787,1951,"MS Am 1632, (864)",Box 52,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00906,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [Notes on Religious and Scientific Infallibilism]   : autograph manuscript",1787-1951,1787,1951,"MS Am 1632, (865)",Box 52,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00907,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [On the Reconciliation of Religion and Science]   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (866)",Box 52,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00908,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [Religion, Science, and Fallibilism]   : autograph manuscript",1787-1951,1787,1951,"MS Am 1632, (867)",Box 52,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00909,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [Notes on Science and Religion]   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (868)",Box 53,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00910,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Hume on Miracles (H on M)   : autograph manuscript",1787-1951,1787,1951,"MS Am 1632, (869)",Box 53,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00911,"Peirce, Charles S. (Charles Sanders), 1839-1914.  What is a Law of Nature (Law of Nat)   : autograph manuscript, circa 1901?",1787-1951,1787,1951,"MS Am 1632, (870)",Box 53,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00885,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Additament to the Article A Neglected Argument for the Reality of God   : autograph manuscript.",1787-1951,1787,1951,"MS Am 1632, (844)",Box 52,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00912,"Peirce, Charles S. (Charles Sanders), 1839-1914.  What is a Law of Nature? (L of N)   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (871)",Box 53,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00913,"Peirce, Charles S. (Charles Sanders), 1839-1914.  The Idea of a Law of Nature among the contemporaries of David Hume and among advanced thinkers of the present day (Law)   : autograph manuscript, April 19, 1901",1787-1951,1787,1951,"MS Am 1632, (872)",Box 53,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00914,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Hume's Argument against Miracles, and the Idea of Natural Law (Hume)   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (873)",Box 53,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00915,"Peirce, Charles S. (Charles Sanders), 1839-1914.  The Order of Nature   : typescript (Charles S. Peirce's)",1787-1951,1787,1951,"MS Am 1632, (874)",Box 53,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00916,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [On Natural Law and Chance]   : autograph manuscript, circa 1884",1787-1951,1787,1951,"MS Am 1632, (875)",Box 53,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00917,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Suggestions for a Course of Entretiens leading up through Philosophy to the Questions of Spiritualism, Ghosts, and finally to that of Religion   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (876)",Box 53,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00918,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Brief Sketch of a Proposed Series of Articles on the Cosmology of Here and Hereafter   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (877)",Box 53,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00919,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Logic and Spiritualism   : typescript",1787-1951,1787,1951,"MS Am 1632, (878)",Box 53,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00920,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Logic and Spiritualism   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (879)",Box 53,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00921,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [On Spiritualism, Telepathy, and Miracles]   : autograph manuscript, circa 1890-91?",1787-1951,1787,1951,"MS Am 1632, (880)",Box 53,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00886,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Answers to Questions about my Belief in God (A)   : autograph manuscript.",1787-1951,1787,1951,"MS Am 1632, (845)",Box 52,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00922,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Telepathy   : autograph manuscript",1787-1951,1787,1951,"MS Am 1632, (881)",Box 53,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00923,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [Telepathy]   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (882)",Box 53,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00924,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [Thought Transference]   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (883)",Box 54,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00925,"Peirce, Charles S. (Charles Sanders), 1839-1914.  An Examination of an Argument of Messrs. Gurney, Myers, and Podmore  : typescript, 1887",1787-1951,1787,1951,"MS Am 1632, (884)",Box 54,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00926,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Demsis   : autograph manuscript, 1892",1787-1951,1787,1951,"MS Am 1632, (885)",Box 54,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00927,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Immortality in the Light of Synechism   : autograph manuscript",1787-1951,1787,1951,"MS Am 1632, (886)",Box 54,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00928,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [For The Open Court article What is Christian Faith]   : autograph manuscript",1787-1951,1787,1951,"MS Am 1632, (887)",Box 54,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00929,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [For The Open Court article, Pythagorics]   : autograph manuscript",1787-1951,1787,1951,"MS Am 1632, (888)",Box 54,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00930,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [An Illustration of an Unelevated Religion: Book of Psalms]   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (889)",Box 54,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00931,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [Assorted Pages on Problems of Religious Belief]   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (890)",Box 54,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00887,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Notes for my Logical Criticism of Articles of the Christian Creed   : autograph manuscript",1787-1951,1787,1951,"MS Am 1632, (846)",Box 52,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00932,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Private thoughts principally on the conducted life   : autograph manuscript notebook, 1853-March 17, 1888",1787-1951,1787,1951,"MS Am 1632, (891)",Box 54,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00933,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [On Moral Necessity and the Law of Love]   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (892)",Box 54,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00934,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [Hegelianism, Christian Thought, and Morality]   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (893)",Box 54,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00935,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Religion and Politics   : autograph manuscript",1787-1951,1787,1951,"MS Am 1632, (894)",Box 54,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00936,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [Notes on the Categories]   : autograph manuscript",1787-1951,1787,1951,"MS Am 1632, (895)",Box 54,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00937,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [Fragment on the Categories]   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (896)",Box 54,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00938,"Peirce, Charles S. (Charles Sanders), 1839-1914.  One, Two, Three: Kantian Categories   : typescript (with Charles S. Peirce's corrections), undated",1787-1951,1787,1951,"MS Am 1632, (897)",Box 54,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00939,"Peirce, Charles S. (Charles Sanders), 1839-1914.  The List of Categories: A Second Essay (Cat)   : autograph manuscript",1787-1951,1787,1951,"MS Am 1632, (898)",Box 54,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00940,"Peirce, Charles S. (Charles Sanders), 1839-1914.  The Cenopythagorean Categories (CC)   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (899)",Box 54,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00941,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Logic of Mathematics: An attempt to develop my categories from within (L of M)   : autograph manuscript",1787-1951,1787,1951,"MS Am 1632, (900)",Box 54,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00888,"Peirce, Charles S. (Charles Sanders), 1839-1914.  First Rough Draught of the Substance of A Logical Examination of the Christian Creed in Brief Summary   : autograph manuscript, January 23, 1911",1787-1951,1787,1951,"MS Am 1632, (847)",Box 52,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00942,"Peirce, Charles S. (Charles Sanders), 1839-1914.  One, Two, Three: Fundamental Categories of Thought and of Nature   : autograph manuscript",1787-1951,1787,1951,"MS Am 1632, (901)",Box 55,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00943,"Peirce, Charles S. (Charles Sanders), 1839-1914.  The Author's Response to the anticipated Suspicion that he attaches a superstitious or fanciful importance to the number three, and forces Divisions to a Procrustean Bed of Trichotomy (R)   : autograph manuscript",1787-1951,1787,1951,"MS Am 1632, (902)",Box 55,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00944,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [First, Second, Third Categories]   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (903)",Box 55,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00945,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [Firstness, Secondness, and Thirdness]   : autograph manuscript, circa 1882 or later",1787-1951,1787,1951,"MS Am 1632, (904)",Box 55,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00946,"Peirce, Charles S. (Charles Sanders), 1839-1914.  One, Two, Three   : autograph manuscript notebook, December 7, 1907 (the earliest of several dates recorded)",1787-1951,1787,1951,"MS Am 1632, (905)",Box 55,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00947,"Peirce, Charles S. (Charles Sanders), 1839-1914.  One, Two, Three; An Evolutionist Speculation   : typescript (with corrections and additions in Charles S. Peirce's hand), undated",1787-1951,1787,1951,"MS Am 1632, (906)",Box 55,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00948,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [Firstness, Secondness, and Thirdness]   : typescript (with corrections and additions in Charles S. Peirce's hand), undated",1787-1951,1787,1951,"MS Am 1632, (907)",Box 55,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00949,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [The Categories]   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (908)",Box 55,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00950,"Peirce, Charles S. (Charles Sanders), 1839-1914.  A Guess at the Riddle [and] Notes for a Book to be entitled: A Guess at the Riddle   : typescript (corrected)",1787-1951,1787,1951,"MS Am 1632, (909)",Box 55,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00951,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Types of Third Degenerate in the Second Degree   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (910)",Box 55,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00889,"Peirce, Charles S. (Charles Sanders), 1839-1914.  First Very Rough, Hasty, and Very Summary Draught (in places requiting and admitting of Great Condensation) of A Logical Examination of the Christian Creed   : autograph manuscript, January 24, 1911",1787-1951,1787,1951,"MS Am 1632, (848)",Box 52,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00952,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [Degrees of Degeneracy]   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (911)",Box 55,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00953,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [The Three Categories: Primian, Secundian, Tertian]   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (912)",Box 55,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00954,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [Firstness and Secondness]   : autograph manuscript",1787-1951,1787,1951,"MS Am 1632, (913)",Box 55,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00955,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [Firstness, Secondness, Thirdness, and the Reducibility of Fourthness]   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (914)",Box 55,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00956,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [The Three Categories and the Reduction of Fourthness]   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (915)",Box 55,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00957,"Peirce, Charles S. (Charles Sanders), 1839-1914.  The Modus of the It   : autograph manuscript, early",1787-1951,1787,1951,"MS Am 1632, (916)",Box 55,Unspecified,"","","",4 pages,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00958,"Peirce, Charles S. (Charles Sanders), 1839-1914.  I, It, and Thou: A Book giving Instructions in some of the elements of Thought   : autograph manuscript, early",1787-1951,1787,1951,"MS Am 1632, (917)",Box 55,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00959,"Peirce, Charles S. (Charles Sanders), 1839-1914.  On the Classification of the Human Faculties   : autograph manuscript, circa 1859",1787-1951,1787,1951,"MS Am 1632, (918)",Box 55,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00960,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [Fragments of Early Writings on Metaphysics]   : autograph manuscript, circa 1860",1787-1951,1787,1951,"MS Am 1632, (919)",Box 55,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00961,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [First Four Chapters of a Treatise on Metaphysics]   : autograph manuscript, August 21, 1861 (Preface)",1787-1951,1787,1951,"MS Am 1632, (920)",Box 55,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00890,"Peirce, Charles S. (Charles Sanders), 1839-1914.  A Logical Criticism of Some Articles of Religious Faith   : autograph manuscript, April 9-20, 1911",1787-1951,1787,1951,"MS Am 1632, (849)",Box 52,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00962,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [Fragments from a Treatise on Metaphysics]   : autograph manuscript, circa 1859-61",1787-1951,1787,1951,"MS Am 1632, (921)",Box 55,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00963,[Diagram of IT] 1859 June 1,1787-1951,1787,1951,MS Am 1632,Box 55,Unspecified,"",http://nrs.harvard.edu/urn-3:FHCL.HOUGH:12098404?buttons=y,"","",I. Manuscripts,E. Metaphysics,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [Fragments from a Treatise on Metaphysics]   : autograph manuscript, circa 1859-61","",""
hou02614c00964,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [Notes for a Work on Metaphysics]   : autograph manuscript, circa 1862 with one page dated May 29, 1862",1787-1951,1787,1951,"MS Am 1632, (922)",Box 55,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00965,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [Ten Irreducible Conceptions and their Combinations]   : autograph manuscript, 1860-62",1787-1951,1787,1951,"MS Am 1632, (923)",Box 55,Unspecified,"",http://nrs.harvard.edu/urn-3:FHCL.HOUGH:5110309,"",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00966,"Peirce, Charles S. (Charles Sanders), 1839-1914.  A Treatise of the Major Premisses of the Science of Finite Subjects (Nature)   : autograph manuscript, August 5, 1864",1787-1951,1787,1951,"MS Am 1632, (924)",Box 55,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00967,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [A Treatise of the Major Premisses of the Science of Finite Subjects]   : autograph manuscript, August 5, 1864",1787-1951,1787,1951,"MS Am 1632, (925)",Box 55,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00968,"Peirce, Charles S. (Charles Sanders), 1839-1914.  A Treatise of the Major Premisses of Natural Science   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (926)",Box 55,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00969,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Possible extensive relations of subject and predicate   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (927)",Box 55,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00970,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Sketch of a New Philosophy   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (928)",Box 55,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00971,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [On the Study of Metaphysics]   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (929)",Box 55,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00972,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [On the Meaning of Real]   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (930)",Box 55,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00891,"Peirce, Charles S. (Charles Sanders), 1839-1914.  A Logical Criticism of Essential Articles of Religious Faith   : autograph manuscript, April 22, 1911",1787-1951,1787,1951,"MS Am 1632, (850)",Box 52,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00973,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Questions on Reality   : autograph manuscript, circa 1868",1787-1951,1787,1951,"MS Am 1632, (931)",Box 55,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00974,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Potentia ex Impotentia   : autograph manuscript, circa 1868",1787-1951,1787,1951,"MS Am 1632, (932)",Box 55,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00975,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [Reality, Being, and Figment]   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (933)",Box 55,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00976,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [Reality of the Universe]   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (934)",Box 55,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00977,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [Notes on Idealism]   : autograph manuscript, circa 1873-77?",1787-1951,1787,1951,"MS Am 1632, (935)",Box 55,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00978,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [Idealism, Mind and Matter, and the Principle of Continuity]   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (936)",Box 56,Unspecified,"",http://nrs.harvard.edu/urn-3:FHCL.HOUGH:5110310,"",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00979,"Peirce, Charles S. (Charles Sanders), 1839-1914.  The Connection between Mind and Matter   : autograph manuscript",1787-1951,1787,1951,"MS Am 1632, (937)",Box 56,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00980,"Peirce, Charles S. (Charles Sanders), 1839-1914.  (Matter)   : autograph manuscript, circa 1904",1787-1951,1787,1951,"MS Am 1632, (938)",Box 56,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00981,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Notes on Portions of Hume's Treatise of Human Nature   : autograph manuscript, circa 1905",1787-1951,1787,1951,"MS Am 1632, (939)",Box 56,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c00982,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Logic of Events (LE)   : autograph manuscript",1787-1951,1787,1951,"MS Am 1632, (940)",Box 56,Unspecified,"","","",1 folder,I. Manuscripts,E. Metaphysics,"","",""
hou02614c01052,F. Physics,1787-1951,1787,1951,MS Am 1632,"",Subseries,"","","","",I. Manuscripts,"","","",""
hou02614c01053,"Peirce, Charles S. (Charles Sanders), 1839-1914.  A Problem in Aerodynamics   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (1010)",Box 59,Unspecified,"","","",1 folder,I. Manuscripts,F. Physics,"","",""
hou02614c01054,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Introduction   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (1011)",Box 59,Unspecified,"",http://nrs.harvard.edu/urn-3:FHCL.HOUGH:12486077,"",1 folder,I. Manuscripts,F. Physics,"","",""
hou02614c01063,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Calc. of Wave Lengths of Maxwell's Primary Colours   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (1020)",Box 59,Unspecified,"","","",1 folder,I. Manuscripts,F. Physics,"","",""
hou02614c01064,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Scale of Maxwell's Second Colour-Box compared with Angstrom's wave lengths   : autograph manuscript",1787-1951,1787,1951,"MS Am 1632, (1021)",Box 59,Unspecified,"","","",1 folder,I. Manuscripts,F. Physics,"","",""
hou02614c01065,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Memorandum of Studies to be made on Color   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (1022)",Box 59,Unspecified,"","","",1 folder,I. Manuscripts,F. Physics,"","",""
